"Code","Description","Name"
"313428008","Seminoma of undescended testis","cancer"
"313429000","Seminoma of descended testis","cancer"
"315058005","Hereditary nonpolyposis colon cancer","cancer"
"32278006","Myeloma kidney","cancer"
"363346000","Malignant tumour","cancer"
"363348004","Malignant tumour of lip","cancer"
"363349007","Malignant tumor of stomach","cancer"
"363350007","Malignant tumour of caecum","cancer"
"363351006","Malignant tumor of rectum","cancer"
"363352004","Malignant tumour of anal canal","cancer"
"363353009","Malignant tumor of gallbladder","cancer"
"363354003","Malignant tumour of cervix","cancer"
"363355002","Malignant tumor of adrenal gland","cancer"
"363358000","Malignant tumor of lung","cancer"
"363360003","Malignant tumor of anterior two-thirds of tongue","cancer"
"363365008","Malignant tumor of soft tissue of thorax","cancer"
"363366009","Malignant tumour of soft tissue of pelvis","cancer"
"363367000","Malignant tumor of vulva","cancer"
"363370001","Malignant neoplasm of mesentery","cancer"
"363372009","Malignant tumor of vermilion border of upper lip","cancer"
"363373004","Malignant tumour of vermilion border of lower lip","cancer"
"363374005","Malignant tumor of commissure of lip","cancer"
"363375006","Malignant tumour of tongue","cancer"
"363376007","Malignant tumor of base of tongue","cancer"
"363377003","Malignant tumour of lingual tonsil","cancer"
"363378008","Malignant tumor of major salivary gland","cancer"
"363379000","Malignant tumour of parotid gland","cancer"
"363380002","Malignant tumor of submandibular gland","cancer"
"363381003","Malignant tumour of sublingual gland","cancer"
"363382005","Malignant tumor of gum","cancer"
"363383000","Malignant tumour of upper gingiva","cancer"
"363384006","Malignant tumour of lower gingiva","cancer"
"363385007","Malignant tumor of floor of mouth","cancer"
"363386008","Malignant tumour of buccal mucosa","cancer"
"363387004","Malignant tumor of hard palate","cancer"
"363388009","Malignant tumour of soft palate","cancer"
"363389001","Malignant tumor of uvula","cancer"
"363390005","Malignant tumour of palate","cancer"
"363391009","Malignant tumor of retromolar area","cancer"
"363392002","Malignant tumour of oropharynx","cancer"
"363393007","Malignant tumor of tonsil","cancer"
"363394001","Malignant tumour of tonsillar fossa","cancer"
"363395000","Malignant tumor of vallecula","cancer"
"363397008","Malignant tumor of roof of nasopharynx","cancer"
"363398003","Malignant tumour of lateral wall of nasopharynx","cancer"
"363399006","Malignant tumor of hypopharynx","cancer"
"363400004","Malignant tumour of postcricoid region","cancer"
"363401000","Malignant tumor of pyriform fossa","cancer"
"363402007","Malignant tumour of oesophagus","cancer"
"363403002","Malignant tumor of duodenum","cancer"
"363404008","Malignant tumour of jejunum","cancer"
"363405009","Malignant tumor of ileum","cancer"
"363406005","Malignant tumour of colon","cancer"
"363407001","Malignant tumor of hepatic flexure","cancer"
"363408006","Malignant tumour of transverse colon","cancer"
"363409003","Malignant tumor of descending colon","cancer"
"363410008","Malignant tumour of sigmoid colon","cancer"
"363411007","Malignant tumor of appendix","cancer"
"363412000","Malignant tumour of ascending colon","cancer"
"363413005","Malignant tumor of splenic flexure","cancer"
"363414004","Malignant tumour of rectosigmoid junction","cancer"
"363415003","Malignant tumor of biliary tract","cancer"
"363416002","Malignant tumour of extrahepatic bile duct","cancer"
"363417006","Malignant tumor of ampulla of Vater","cancer"
"363418001","Malignant tumour of pancreas","cancer"
"363419009","Malignant tumor of head of pancreas","cancer"
"363420003","Malignant retroperitoneal tumour","cancer"
"363421004","Malignant neoplasm of omentum","cancer"
"363422006","Malignant tumor of nasal cavity","cancer"
"363423001","Malignant tumour of nasal septum","cancer"
"363424007","Malignant tumor of mastoid air cells","cancer"
"363425008","Malignant tumour of maxillary sinus","cancer"
"363426009","Malignant tumor of ethmoid sinus","cancer"
"363427000","Malignant tumour of frontal sinus","cancer"
"363428005","Malignant tumor of sphenoid sinus","cancer"
"363429002","Malignant tumour of larynx","cancer"
"363430007","Malignant tumor of subglottis","cancer"
"363431006","Malignant tumour of laryngeal cartilage","cancer"
"363432004","Malignant tumor of trachea","cancer"
"363433009","Malignant tumour of pleura","cancer"
"363434003","Malignant tumor of thymus","cancer"
"363435002","Malignant tumour of heart","cancer"
"363436001","Malignant tumor of endocardium","cancer"
"363438000","Malignant tumor of vertebral column","cancer"
"363439008","Malignant tumour of soft tissue of head","cancer"
"363440005","Malignant tumor of soft tissue of face","cancer"
"363441009","Malignant tumour of soft tissue of neck","cancer"
"363443007","Malignant tumour of ovary","cancer"
"363444001","Malignant tumor of fallopian tube","cancer"
"363445000","Malignant tumour of vagina","cancer"
"363446004","Malignant neoplasm of labia majora","cancer"
"363447008","Malignant neoplasm of labia minora","cancer"
"363449006","Malignant tumour of testis","cancer"
"363451005","Malignant tumour of glans penis","cancer"
"363452003","Malignant tumor of epididymis","cancer"
"363453008","Malignant tumour of spermatic cord","cancer"
"363454002","Malignant tumor of scrotum","cancer"
"363456000","Malignant tumor of urachus","cancer"
"363457009","Malignant tumour of renal pelvis","cancer"
"363458004","Malignant tumor of ureter","cancer"
"363459007","Malignant tumour of urethra","cancer"
"363460002","Malignant tumor of paraurethral gland","cancer"
"363461003","Malignant tumour of eye","cancer"
"363462005","Malignant tumor of orbit","cancer"
"363463000","Malignant tumour of conjunctiva","cancer"
"363464006","Malignant tumor of cornea","cancer"
"363465007","Malignant tumour of retina","cancer"
"363466008","Malignant tumor of choroid","cancer"
"363467004","Malignant neoplasm of frontal lobe","cancer"
"363468009","Malignant neoplasm of temporal lobe","cancer"
"363469001","Malignant neoplasm of parietal lobe","cancer"
"363470000","Malignant neoplasm of occipital lobe","cancer"
"363471001","Malignant neoplasm of cerebral ventricles","cancer"
"363473003","Malignant neoplasm of brainstem","cancer"
"363474009","Malignant neoplasm of cerebral meninges","cancer"
"363475005","Malignant tumour of spinal cord","cancer"
"363476006","Malignant neoplasm of spinal meninges","cancer"
"363477002","Malignant neoplasm of cauda equina","cancer"
"363478007","Malignant tumor of thyroid gland","cancer"
"363481002","Malignant tumour of parathyroid gland","cancer"
"363482009","Malignant tumor of pituitary gland","cancer"
"363483004","Malignant tumour of pineal gland","cancer"
"363484005","Malignant tumor of pelvis","cancer"
"363489000","Malignant tumour of neck","cancer"
"363490009","Malignant tumor of anus","cancer"
"363491008","Malignant tumour of cloacogenic zone","cancer"
"363492001","Malignant tumor of peritoneum","cancer"
"363494000","Malignant tumor of mediastinum","cancer"
"363497007","Malignant tumour of meninges","cancer"
"363498002","Malignant tumor of optic nerve","cancer"
"363499005","Malignant tumour of spleen","cancer"
"363501002","Malignant tumor of face","cancer"
"363502009","Malignant tumour of axilla","cancer"
"363503004","Malignant tumor of upper limb","cancer"
"363504005","Malignant tumour of lower limb","cancer"
"363505006","Malignant tumor of oral cavity","cancer"
"363506007","Malignant tumour of nasal sinuses","cancer"
"363507003","Malignant tumor of pharynx","cancer"
"363508008","Malignant tumour of intestine","cancer"
"363509000","Malignant tumor of small intestine","cancer"
"363514001","Malignant tumour of female genital organ","cancer"
"363515000","Malignant tumor of male genital organ","cancer"
"363516004","Malignant tumour of penis","cancer"
"363518003","Malignant tumour of kidney","cancer"
"371964008","Malignant neoplasm of adrenal cortex (disorder)","cancer"
"371965009","Malignant neoplasm of adrenal medulla (disorder)","cancer"
"371972005","Malignant neoplasm of body of uterus (disorder)","cancer"
"371973000","Malignant neoplasm of uterus (disorder)","cancer"
"371979001","Malignant neoplasm of clitoris (disorder)","cancer"
"371982006","Malignant neoplasm of endocrine gland (disorder)","cancer"
"372062007","Malignant neoplasm of central nervous system (disorder)","cancer"
"372063002","Malignant neoplasm of nervous system (disorder)","cancer"
"372064008","Malignant neoplasm of female breast (disorder)","cancer"
"372065009","Malignant neoplasm of main bronchus (disorder)","cancer"
"372095001","Malignant neoplasm of male breast (disorder)","cancer"
"372097009","Malignant neoplasm of endocervix (disorder)","cancer"
"372099007","Malignant neoplasm of exocervix (disorder)","cancer"
"372140005","Carcinoma of gallbladder (disorder)","cancer"
"373168002","Reticulosarcoma (disorder)","cancer"
"38216008","Infusion chemotherapy for malignant neoplasm","cancer"
"397009000","Mast cell malignancy (disorder)","cancer"
"399068003","Malignant tumor of prostate (disorder)","cancer"
"399326009","Malignant tumor of urinary bladder (disorder)","cancer"
"405546008","Malignant pericardial effusion (disorder)","cancer"
"405843009","Widespread metastatic malignant neoplastic disease (disorder)","cancer"
"413441006","Acute monocytic leukemia, FAB M5b (disorder)","cancer"
"415082004","Personal history of primary malignant neoplasm of lung (context-dependent category)","cancer"
"415112005","Plasmacytoma (disorder)","cancer"
"416769008","Malignant teratoma of testis (disorder)","cancer"
"416842003","Malignant sacral teratoma (disorder)","cancer"
"417036008","Liquid based cervical cytology screening (procedure)","cancer"
"417417007","Malignant teratoma of undescended testis (disorder)","cancer"
"417554000","Malignant teratoma of descended testis (disorder)","cancer"
"419052002","Malignant tumor of urinary system (disorder)","cancer"
"421249001","Malignant tumor of vermilion border of lip (disorder)","cancer"
"426336007","Solitary osseous myeloma (disorder)","cancer"
"428061005","Malignant neoplasm of brain (disorder)","cancer"
"428100006","Malignant neoplasm of thoracic cavity structure (disorder)","cancer"
"428281000","Malignant neoplasm of bone (disorder)","cancer"
"428322007","Malignant neoplasm of uterine adnexa (disorder)","cancer"
"428905002","Malignant neoplasm of gastrointestinal tract (disorder)","cancer"
"429014004","History of malignant lymphoma (situation)","cancer"
"430621000","Malignant neoplasm of lower respiratory tract (disorder)","cancer"
"443487006","Mantle cell lymphoma (disorder)","cancer"
"443679004","Malignant neoplasm of skeletal system (disorder)","cancer"
"445738007","Myelodysplastic/myeloproliferative disease (disorder)","cancer"
"447883002","Malignant neoplasm of carotid body (disorder)","cancer"
"447949005","Malignant epithelial neoplasm of cheek (disorder)","cancer"
"448233000","Malignant neoplasm of urinary organ (disorder)","cancer"
"448668007","Malignant neoplasm of mandible (disorder)","cancer"
"448670003","Malignant neoplasm of posterior mediastinum (disorder)","cancer"
"448674007","Malignant neoplasm of parametrium (disorder)","cancer"
"448868009","Malignant neoplasm of lateral wall of oropharynx (disorder)","cancer"
"449067008","Malignant neoplasm of parietal pleura (disorder)","cancer"
"449096009","Malignant neoplasm of respiratory system (disorder)","cancer"
"449224009","Malignant neoplasm of anterior mediastinum (disorder)","cancer"
"449377002","Malignant neoplasm of pelvic peritoneum (disorder)","cancer"
"449420002","Malignant neoplasm of cerebellum (disorder)","cancer"
"449627008","Malignant neoplasm of long bone of lower limb (disorder)","cancer"
"699005005","History of malignant hematologic neoplasm","cancer"
"702391001","Renal cell carcinoma","cancer"
"712525007","Malignant neoplasm of short bone of lower limb","cancer"
"712750007","Malignant neoplasm of chest wall","cancer"
"721567004","Primary malignant neoplasm of placenta (disorder)","cancer"
"739301006","Osteoporosis co-occurrent and due to multiple myeloma","cancer"
"91855006","Acute leukemia","cancer"
"91857003","Acute lymphoid leukemia","cancer"
"91861009","Acute myeloid leukemia","cancer"
"92812005","Chronic leukemia","cancer"
"92814006","Chronic lymphoid leukemia","cancer"
"92818009","Chronic myeloid leukemia","cancer"
"93135004","Letterer-Siwe disease of intrathoracic lymph nodes","cancer"
"93139005","Letterer-Siwe disease of lymph nodes of multiple sites","cancer"
"93143009","Leukaemia","cancer"
"93146001","Leukemic reticuloendotheliosis of intrathoracic lymph nodes","cancer"
"93182006","Malignant histiocytosis of intra-abdominal lymph nodes","cancer"
"93191005","Malignant lymphoma of intra-abdominal lymph nodes","cancer"
"93192003","Malignant lymphoma of intrapelvic lymph nodes","cancer"
"93193008","Malignant lymphoma of intrathoracic lymph nodes","cancer"
"93194002","Malignant lymphoma of lymph nodes of axilla AND/OR upper limb","cancer"
"93195001","Malignant lymphoma of lymph nodes of head, face AND/OR neck","cancer"
"93196000","Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb","cancer"
"93197009","Malignant lymphoma of lymph nodes of multiple sites","cancer"
"93198004","Malignant lymphoma of spleen","cancer"
"93217003","Malignant melanoma of skin of cheek","cancer"
"93223008","Malignant melanoma of skin of eyebrow","cancer"
"93225001","Malignant melanoma of skin of face","cancer"
"93451002","Erythroleukaemia","cancer"
"93493001","Hodgkin's disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes","cancer"
"93494007","Hodgkin's disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes","cancer"
"93495008","Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes","cancer"
"93522004","Hodgkin's disease of intrathoracic lymph nodes","cancer"
"93523009","Hodgkin's disease of lymph nodes of axilla AND/OR upper limb","cancer"
"93524003","Hodgkin's disease of lymph nodes of head, face AND/OR neck","cancer"
"93525002","Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb","cancer"
"93526001","Hodgkin's disease of lymph nodes of multiple sites","cancer"
"93527005","Hodgkin's disease of spleen","cancer"
"93542008","Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck","cancer"
"93643005","Malignant melanoma of skin of nose","cancer"
"93651008","Malignant melanoma of skin of trunk","cancer"
"93655004","Malignant melanoma of skin","cancer"
"93677000","Malignant neoplasm of aortic body","cancer"
"93680004","Malignant neoplasm of areola of female breast","cancer"
"93681000","Malignant neoplasm of areola of male breast","cancer"
"93725000","Malignant neoplasm of bone","cancer"
"93728003","Malignant neoplasm of broad ligament","cancer"
"93746009","Malignant neoplasm of cerebellum","cancer"
"93757004","Malignant neoplasm of clavicle","cancer"
"93759001","Malignant neoplasm of coccygeal body","cancer"
"93763008","Malignant neoplasm of common bile duct","cancer"
"93770008","Malignant neoplasm of cystic duct","cancer"
"93772000","Malignant neoplasm of diaphragm","cancer"
"93779009","Malignant neoplasm of endocervix","cancer"
"93786001","Malignant neoplasm of ethmoid bone","cancer"
"93789008","Malignant neoplasm of exocervix","cancer"
"93798006","Malignant neoplasm of femur","cancer"
"93799003","Malignant neoplasm of fibula","cancer"
"93806005","Malignant neoplasm of frontal bone","cancer"
"93814004","Malignant neoplasm of glomus jugulare","cancer"
"93817006","Malignant neoplasm of great vessels","cancer"
"93827000","Malignant neoplasm of hilus of lung","cancer"
"93833009","Malignant neoplasm of ilium","cancer"
"93841009","Malignant neoplasm of intrathoracic organs","cancer"
"93842002","Malignant neoplasm of ischium","cancer"
"93870000","Malignant neoplasm of liver","cancer"
"93880001","Malignant neoplasm of lung","cancer"
"93884005","Malignant neoplasm of male breast","cancer"
"93888008","Malignant neoplasm of maxilla","cancer"
"93916003","Malignant neoplasm of nasal bone","cancer"
"93924008","Malignant neoplasm of nipple of female breast","cancer"
"93925009","Malignant neoplasm of nipple of male breast","cancer"
"93927001","Malignant neoplasm of occipital bone","cancer"
"93941005","Malignant neoplasm of paraganglion","cancer"
"93945001","Malignant neoplasm of parietal bone","cancer"
"93947009","Malignant neoplasm of parietal peritoneum","cancer"
"93952004","Malignant neoplasm of pelvic peritoneum","cancer"
"93957005","Malignant neoplasm of pericardium","cancer"
"93973004","Malignant neoplasm of presacral region","cancer"
"93975006","Malignant neoplasm of pubis","cancer"
"93979000","Malignant neoplasm of radius","cancer"
"93986008","Malignant neoplasm of respiratory tract","cancer"
"93990005","Malignant neoplasm of rib","cancer"
"93997008","Malignant neoplasm of scapula","cancer"
"94066004","Malignant neoplasm of sphenoid bone","cancer"
"94073009","Malignant neoplasm of sternum","cancer"
"94083008","Malignant neoplasm of talus","cancer"
"94085001","Malignant neoplasm of temporal bone","cancer"
"94099002","Malignant neoplasm of tibia","cancer"
"94112009","Malignant neoplasm of ulna","cancer"
"94134006","Malignant neoplasm of ventral surface of tongue","cancer"
"94142007","Malignant neoplasm of vomer","cancer"
"94145009","Malignant neoplasm of zygomatic bone","cancer"
"94161006","Secondary malignant neoplasm of adrenal gland","cancer"
"94181007","Secondary malignant neoplasm of axillary lymph nodes","cancer"
"94186002","Secondary malignant neoplasm of bladder","cancer"
"94222008","Secondary malignant neoplasm of bone","cancer"
"94225005","Secondary malignant neoplasm of brain","cancer"
"94227002","Secondary malignant neoplasm of bronchopulmonary lymph nodes","cancer"
"94248000","Secondary malignant neoplasm of cerebrum","cancer"
"94260004","Secondary malignant neoplasm of colon","cancer"
"94275007","Secondary malignant neoplasm of duodenum","cancer"
"94297009","Secondary malignant neoplasm of female breast","cancer"
"94313005","Secondary malignant neoplasm of gastrointestinal tract","cancer"
"94335002","Secondary malignant neoplasm of ileum","cancer"
"94336001","Secondary malignant neoplasm of iliac lymph nodes","cancer"
"94338000","Secondary malignant neoplasm of infraclavicular lymph nodes","cancer"
"94347008","Secondary malignant neoplasm of intra-abdominal lymph nodes","cancer"
"94350006","Secondary malignant neoplasm of intrapelvic lymph nodes","cancer"
"94351005","Secondary malignant neoplasm of intrathoracic lymph nodes","cancer"
"94360002","Secondary malignant neoplasm of kidney","cancer"
"94365007","Secondary malignant neoplasm of large intestine","cancer"
"94381002","Secondary malignant neoplasm of liver","cancer"
"94391008","Secondary malignant neoplasm of lung","cancer"
"94392001","Secondary malignant neoplasm of lymph node","cancer"
"94393006","Secondary malignant neoplasm of lymph nodes of face","cancer"
"94395004","Secondary malignant neoplasm of lymph nodes of lower limb","cancer"
"94396003","Secondary malignant neoplasm of lymph nodes of multiple sites","cancer"
"94398002","Secondary malignant neoplasm of lymph nodes of upper limb","cancer"
"94408005","Secondary malignant neoplasm of mediastinal lymph nodes","cancer"
"94409002","Secondary malignant neoplasm of mediastinum","cancer"
"94410007","Secondary malignant neoplasm of mesenteric lymph nodes","cancer"
"94442001","Secondary malignant neoplasm of nervous system","cancer"
"94449005","Secondary malignant neoplasm of occipital lymph nodes","cancer"
"94455000","Secondary malignant neoplasm of ovary","cancer"
"94475009","Secondary malignant neoplasm of parotid lymph nodes","cancer"
"94477001","Secondary malignant neoplasm of pectoral axillary lymph nodes","cancer"
"94481001","Secondary malignant neoplasm of penis","cancer"
"94493005","Secondary malignant neoplasm of pleura","cancer"
"94503003","Secondary malignant neoplasm of prostate","cancer"
"94513006","Secondary malignant neoplasm of rectum","cancer"
"94515004","Secondary malignant neoplasm of respiratory tract","cancer"
"94544002","Secondary malignant neoplasm of skin of breast","cancer"
"94554003","Secondary malignant neoplasm of skin of face","cancer"
"94566009","Secondary malignant neoplasm of skin of neck","cancer"
"94575006","Secondary malignant neoplasm of skin of trunk","cancer"
"94579000","Secondary malignant neoplasm of skin","cancer"
"94580002","Secondary malignant neoplasm of small intestine","cancer"
"94600009","Secondary malignant neoplasm of spinal cord","cancer"
"94602001","Secondary malignant neoplasm of vertebral column","cancer"
"94609005","Secondary malignant neoplasm of submandibular lymph nodes","cancer"
"94611001","Secondary malignant neoplasm of submental lymph nodes","cancer"
"94612008","Secondary malignant neoplasm of superficial inguinal lymph nodes","cancer"
"94623007","Secondary malignant neoplasm of testis","cancer"
"94627008","Secondary malignant neoplasm of the peritoneum","cancer"
"94628003","Secondary malignant neoplasm of the retroperitoneum","cancer"
"94638008","Secondary malignant neoplasm of tongue","cancer"
"94642006","Secondary malignant neoplasm of tracheobronchial lymph nodes","cancer"
"94659001","Secondary malignant neoplasm of ureter","cancer"
"94661005","Secondary malignant neoplasm of urethra","cancer"
"94663008","Secondary malignant neoplasm of urinary system","cancer"
"94665001","Secondary malignant neoplasm of uterus","cancer"
"94668004","Secondary malignant neoplasm of vagina","cancer"
"94681006","Secondary malignant neoplasm of vulva","cancer"
"94710006","Mycosis fungoides of lymph nodes of axilla AND/OR upper limb","cancer"
"94712003","Mycosis fungoides of lymph nodes of inguinal region AND/OR lower limb","cancer"
"94719007","Myeloid sarcoma","cancer"
"95186006","Nodular lymphoma of intra-abdominal lymph nodes","cancer"
"95192000","Nodular lymphoma of lymph nodes of multiple sites","cancer"
"95210003","Plasma cell leukemia","cancer"
"95214007","Primary malignant neoplasm of liver","cancer"
"95224004","Reticulosarcoma of intra-abdominal lymph nodes","cancer"
"95231000","Reticulosarcoma of spleen","cancer"
"105121000119102","Squamous cell carcinoma of vagina (disorder)","cancer"
"107771000119106","Primary malignant clear cell neoplasm of endometrium (disorder)","cancer"
"1078961000119104","Primary adenocarcinoma of upper lobe of right lung (disorder)","cancer"
"1081781000119105","Primary seminoma of left testis (disorder)","cancer"
"1082301000119109","Transitional cell carcinoma of right renal pelvis (disorder)","cancer"
"1090091000000108","Secondary malignant neoplasm of internal mammary lymph nodes (disorder)","cancer"
"1090101000000100","Secondary malignant neoplasm of supratrochlear lymph nodes (disorder)","cancer"
"1090121000000109","Secondary malignant neoplasm of deep cervical lymph nodes (disorder)","cancer"
"1090141000000102","Secondary malignant neoplasm of superficial cervical lymph nodes (disorder)","cancer"
"1090151000000104","Secondary malignant neoplasm of mastoid lymph nodes (disorder)","cancer"
"1090161000000101","Secondary malignant neoplasm of diaphragmatic lymph nodes (disorder)","cancer"
"1090221000000100","Secondary malignant neoplasm of internal iliac lymph nodes (disorder)","cancer"
"1090281000000104","Malignant neoplasm of genital labia (disorder)","cancer"
"1090871000000102","Malignant neoplasm of bone and articular cartilage of limb (disorder)","cancer"
"1090931000000108","Malignant neoplasm of multiple endocrine glands (disorder)","cancer"
"1090951000000101","Malignant neoplasm of supraclavicular fossa (disorder)","cancer"
"1090961000000103","Malignant neoplasm of soft tissues of lower limb (disorder)","cancer"
"1090971000000105","Malignant neoplasm of posterior wall of stomach (disorder)","cancer"
"1090981000000107","Malignant neoplasm of anterior wall of stomach (disorder)","cancer"
"1092831000000100","Overlapping malignant neoplasm of mouth (disorder)","cancer"
"109368005","Overlapping malignant neoplasm of hypopharynx (disorder)","cancer"
"109996008","Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts (disorder)","cancer"
"110000005","Refractory anemia with excess blasts in transformation (disorder)","cancer"
"11010461000119101","Small cell carcinoma (disorder)","cancer"
"12240991000119102","Squamous cell carcinoma of right lung (disorder)","cancer"
"129000002","Langerhans cell histiocytosis, unifocal (disorder)","cancer"
"15956341000119105","Adenocarcinoma of left lung (disorder)","cancer"
"15956381000119100","Adenocarcinoma of right lung (disorder)","cancer"
"16260631000119101","Secondary malignant neoplasm of lymph node from neoplasm of female breast (disorder)","cancer"
"16341002","Parapsoriasis lichenoides (disorder)","cancer"
"1691000119104","Metastasis to liver from adenocarcinoma (disorder)","cancer"
"1701000119104","Primary adenocarcinoma of colon (disorder)","cancer"
"184881000119106","Primary adenocarcinoma of rectosigmoid junction (disorder)","cancer"
"187662005","Malignant tumor of lower labial sulcus (disorder)","cancer"
"187698002","Malignant tumor of opening of auditory tube (disorder)","cancer"
"187701005","Malignant neoplasm of floor of nasopharynx (disorder)","cancer"
"187702003","Malignant tumor of nasopharyngeal soft palate surface (disorder)","cancer"
"187776004","Malignant neoplasm of intrahepatic canaliculi (disorder)","cancer"
"187786003","Malignant neoplasm of sphincter of Oddi (disorder)","cancer"
"187845002","Malignant neoplasm of cuneiform cartilage (disorder)","cancer"
"187853005","Malignant neoplasm of cartilage of trachea (disorder)","cancer"
"187944004","Malignant neoplasm of carpal bone - hamate (disorder)","cancer"
"187945003","Malignant neoplasm of first metacarpal bone (disorder)","cancer"
"187947006","Malignant neoplasm of third metacarpal bone (disorder)","cancer"
"187975008","Malignant neoplasm of third metatarsal bone (disorder)","cancer"
"187989003","Malignant neoplasm soft tissues of cervical spine (disorder)","cancer"
"188102008","Malignant neoplasm of scalp AND/OR skin of neck (disorder)","cancer"
"188204000","Malignant neoplasm of round ligament (disorder)","cancer"
"188220005","Malignant tumor of ectopic testis (disorder)","cancer"
"188269007","Malignant neoplasm of extraocular muscle of orbit (disorder)","cancer"
"188293002","Malignant neoplasm of floor of cerebral ventricle (disorder)","cancer"
"188312005","Malignant neoplasm of cerebral dura mater (disorder)","cancer"
"188315007","Malignant neoplasm of cerebral pia mater (disorder)","cancer"
"188317004","Malignant neoplasm of spinal dura mater (disorder)","cancer"
"188319001","Malignant neoplasm of spinal pia mater (disorder)","cancer"
"188641006","Malignant histiocytosis of lymph nodes of axilla and upper limb (disorder)","cancer"
"188642004","Malignant histiocytosis of lymph nodes of inguinal region and lower limb (disorder)","cancer"
"188665009","Mast cell malignancy of lymph nodes of axilla and upper limb (disorder)","cancer"
"189509003","Refractory anemia without sideroblasts, so stated (disorder)","cancer"
"190818004","Waldenstr̦m macroglobulinemia (disorder)","cancer"
"230156002","Malignant meningitis (disorder)","cancer"
"231829006","Malignant neoplasm of eyelid (disorder)","cancer"
"231831002","Squamous cell carcinoma of eyelid (disorder)","cancer"
"233940007","Pulmonary tumor embolism (disorder)","cancer"
"235966007","Cystadenocarcinoma of pancreas (disorder)","cancer"
"237252008","Placental site trophoblastic tumor (disorder)","cancer"
"253000007","Neuroendocrine carcinoma (disorder)","cancer"
"253001006","Merkel cell carcinoma (disorder)","cancer"
"253003009","Carcinoid bronchial adenoma (disorder)","cancer"
"253006001","Somatostatinoma (disorder)","cancer"
"253017000","Klatskin's tumor (disorder)","cancer"
"253018005","Fibrolamellar hepatocellular carcinoma (disorder)","cancer"
"253096008","Peripheral neuroectodermal tumor (disorder)","cancer"
"254423005","Carcinoma of lingual tonsil (disorder)","cancer"
"254431000","Carcinoma of lateral part of floor of mouth (disorder)","cancer"
"254435009","Carcinoma of soft palate (disorder)","cancer"
"254436005","Carcinoma of uvula (disorder)","cancer"
"254437001","Squamous cell carcinoma of buccal mucosa (disorder)","cancer"
"254441002","Carcinoma of upper buccal sulcus (disorder)","cancer"
"254445006","Carcinoma of lower buccal sulcus (disorder)","cancer"
"254454009","Carcinoma of lower labial sulcus (disorder)","cancer"
"254462001","Carcinoma of parotid gland (disorder)","cancer"
"254465004","Carcinoma of submandibular gland (disorder)","cancer"
"254520006","Malignant tumor of infrahyoid epiglottis (disorder)","cancer"
"254526000","Malignant tumor of laryngeal ventricle (disorder)","cancer"
"254530002","Malignant tumor of parapharyngeal space (disorder)","cancer"
"254535007","Carcinoma of cervical part of esophagus (disorder)","cancer"
"254549003","Carcinoma of middle third of esophagus (disorder)","cancer"
"254551004","Carcinoma of lower third of esophagus (disorder)","cancer"
"254553001","Carcinoma of cardia (disorder)","cancer"
"254559002","Carcinoma of pyloric antrum (disorder)","cancer"
"254563009","Carcinoma of lesser curve of stomach (disorder)","cancer"
"254601002","Sarcoma of liver (disorder)","cancer"
"254620000","Squamous cell carcinoma of trachea (disorder)","cancer"
"254626006","Adenocarcinoma of lung (disorder)","cancer"
"254629004","Large cell carcinoma of lung (disorder)","cancer"
"254634000","Squamous cell carcinoma of lung (disorder)","cancer"
"254637007","Non-small cell lung cancer (disorder)","cancer"
"254638002","Pancoast tumor (disorder)","cancer"
"254653005","Spindle cell squamous carcinoma of skin (disorder)","cancer"
"254709009","Digital papillary eccrine carcinoma of skin (disorder)","cancer"
"254712007","Microcystic adnexal carcinoma of skin (disorder)","cancer"
"254713002","Mucoepidermoid carcinoma of skin (disorder)","cancer"
"254714008","Mucinous eccrine carcinoma of skin (disorder)","cancer"
"254730000","Superficial spreading malignant melanoma of skin (disorder)","cancer"
"254731001","Nodular malignant melanoma of skin (disorder)","cancer"
"254733003","Malignant melanoma arising in intradermal nevus (disorder)","cancer"
"254748009","Cutaneous fibrosarcoma (disorder)","cancer"
"254797000","Malignant hemangiopericytoma of skin (disorder)","cancer"
"254800003","Epithelioid cell sarcoma of skin (disorder)","cancer"
"254824006","Malignant tumor of mesothelial tissue (disorder)","cancer"
"254839007","Scirrhous carcinoma of breast (disorder)","cancer"
"254843006","Familial cancer of breast (disorder)","cancer"
"254844000","Malignant phyllodes tumor of breast (disorder)","cancer"
"254860001","Malignant sex cord tumor of ovary (disorder)","cancer"
"254861002","Malignant granulosa cell tumor of ovary (disorder)","cancer"
"254863004","Granulosa cell tumor of ovary (disorder)","cancer"
"254874008","Dysgerminoma of ovary (disorder)","cancer"
"254876005","Endodermal sinus tumor of ovary (disorder)","cancer"
"254887002","Adenocarcinoma of cervix (disorder)","cancer"
"254889004","Carcinoma of cervix stage 0 (disorder)","cancer"
"254895003","Squamous cell carcinoma of vulva (disorder)","cancer"
"254897006","Sarcoma of vulva (disorder)","cancer"
